,comment,sentiment
1716,there are some great info in this vid however feel that all the real methods are being kept as secret understood that after reading an ebook was able to grow my cashcow accounts drastically and reach six figure within 4 months there are so many important mostly blackhat stuff obviously that are not being discussed anywhere there are methods such as mom child growth how to rank listing proper offsite seo optimization etc unfortunately it is not possible to play according to the rules you truly want to grow your personal account business drastically and pass youtube algorithm,positive
1717,currently trying to discover my nich and idk honestly don know how to spell that but just started youtube blogs the other day this advice helps lot,positive
1718,shared this with my son mr beast he dropped out of college because all he ever wanted to do was youtube and he tried telling us before we made him go to college he had rough go of it this semester which was his freshman year and he home now so many people tell him that it impossible to make career out of youtube but he doesn care m also struggling youtuber who been at it for about 7 years and there nothing d ever rather do for career thank you for sharing your expertise and your story it gives me hope and m hoping it will help my son who been going through lot,positive
1719,thanks great video ve been inspired,positive
1720,hope we alls success,positive
1721,what is an artificial push on you tube,negative
1722,as new channel with one video right now this helped me out lot thanks fellas,positive
1723,still can stop thinking about how shameless that lady at the end was fml xd,negative
1724,dude said keep that in he knew we would smile and have reaction to it,positive
1725,good one,positive
1726,this vid really helped lot,positive
1727,so mr beast and this guy who managing recommendations on home page hang out mr beast is everywhere now lol pewds never got this attention or support from you tube idk but he still was the lead all this time goes to show lot for swede in uk who wasn even american to lead it for so long have to respect the pewds for that,positive
1728,basket ball in cloud that more interesting,positive
1729,didn know this guy starts from scratch and hes telling us hes side of views to get more view and it a best advice keep it up,positive
1730,this is my news channel,neutral
1731,nice discussion,positive
1732,reminds me of drew carey,neutral
1733,nice one like you so much,positive
1734,youtube is most biased platform its run by bots and person interviewed here might be bot himself got 2 strikes on live streams appealed and they rejected without giving me any explanation or reason though can send you millions of similar live streams with same content but youtube is biased mr beast violate its community guidelines you can offer cash gift or get views saying you will offer any cash price you tube is biased,negative
1735,yeah my views is very diffrent,neutral
1736,great great advice,positive
1737,thanks,positive
1738,when successful tech youtuber says they were bad at coding what they actually mean is that either they had no experience in it duh or an insane inferiority complex,positive
1739,lot of bad software out there that belongs in the garbage to you software engineers whats wrong with you producing bad software what ever happen to the good old days when people would not put out bad product as they would be too embarrassed to put they re name behind it dont people take pride in they re work do people only care about making profit even if it means pushing bad products and software,negative
1740,am bad too in coding but want to improve my coding skill,positive
1741,please can you help with the internship interview questions,neutral
1742,omg have my final for intro cs course at ubc using racket on tuesday glad to know waterloo students also suffer thru racket,positive
1743,wonder if chatgpt openai can solve the zigzag problem,neutral
1744,took python class and have no idea what m doing feel like haven learned anything,negative
1745,why would you need to tell toast you were going for an interview,neutral
1746,if you aren the smartest person in the room you re doing something right and if you are the smartest person in the room find another room these words of advice are legendary mate,positive
1747,bruh welcome you checked it most biggest losers jump in golden cages and get poked from all 3,negative
1748,jason thank you for this video it is like when you get low on your exam and you think you are the only one but then there are someother people who also got low score and you become happy since you are not the only one who fails it was going to give up but this video just became fuel for me fuel to believe in myself and hope that fuel will burn hot forever no fuel can go forever nor finish but it can attract other fuels and make them burn had fuel which was almost finished and now you poured some gas into it lot of gas if someone see this unless you blow to your own fire it will never finish all you need to heat up it again is finding fuel this video is just crazy fuel which you should watch every few months just found it and am happy to find it hope you won fail and won too,positive
1749,coackroaches are good friends just leave them bit of food in corner and they won bother you anymore,positive
1750,bro felt you when you said that leetcode was impossible,positive
1751,few hears ago dropped programing studies now might start all over again and will see how it is gonna work now,positive
1752,am in similar boat am already down with uni and have my bachelor degree but during the semester had no real and good internship not only that but was and still am very insecure about programming and my skills in general when got good offer for startup company blew it because of my mental health since then applied to lot of jobs trainee junior or even internships but they simply don want me or was not good enough in the job interview too insecure about my skills tried to study more in my free time but somehow have like 0 motivation want job as frontend developer and worked bit with angular angular is cool and like it but feel like that can do it alone it is my own fault that don study more know but hoped that will get an entrée level job and learn it by doing my job well got another job interview today and hope they ll take me,positive
